i;j;player;rival;seed;pScore;rScore;winner;secs;pFled;rFled;pHits;rHits;pKnocked;rKnocked;pCol;rCol;detail
7;4;Emboscada;HormigueroSenuelo;4246;9;5;Player;10;4;15;7;0;0;7;9;5;P:CazV=0/0/7/0/0 P:SeñV=0/0/0/0/0 P:RecC=9/9/0/0/4 R:RecV=3/3/0/3/7 R:RecV=2/2/0/2/7 R:SeñC=0/0/0/2/1 
7;5;Emboscada;Senuelos;4246;8;11;Rival;9;6;11;4;0;0;4;12;12;P:CazV=0/1/4/0/0 P:SeñV=2/2/0/0/0 P:RecC=6/9/0/0/6 R:SeñC=2/2/0/1/3 R:SeñV=2/2/0/1/2 R:RecV=7/8/0/2/6 
7;6;Emboscada;Engano;4246;17;17;None;9;2;9;3;0;0;3;22;20;P:CazV=2/4/3/0/0 P:SeñV=4/4/0/0/0 P:RecC=11/14/0/0/2 R:SeñC=0/0/0/1/1 R:RecC=10/10/0/0/4 R:RecC=7/10/0/2/4 
7;7;Emboscada;Emboscada;4246;17;19;Rival;9;4;2;1;2;2;1;22;21;P:CazV=4/6/1/1/0 P:SeñV=4/4/0/1/0 P:RecC=9/12/0/0/4 R:CazV=2/4/2/0/0 R:SeñV=6/6/0/0/0 R:RecC=11/11/0/1/2 
7;8;Emboscada;Codicia;4246;15;27;Rival;9;0;13;1;0;0;1;21;31;P:CazV=2/4/1/0/0 P:SeñV=1/2/0/0/0 P:RecC=12/15/0/0/0 R:RecC=10/10/0/0/4 R:RecC=11/14/0/0/2 R:RecC=6/7/0/1/7 
7;9;Emboscada;Mixta;4246;3;5;Rival;10;12;7;6;6;6;6;3;7;P:CazV=0/0/6/0/0 P:SeñV=0/0/0/3/4 P:RecC=3/3/0/3/8 R:GuaC=0/2/4/0/0 R:CazC=2/2/2/0/0 R:RecV=3/3/0/6/7 
8;0;Codicia;Muralla;4246;11;24;Rival;9;17;0;0;3;3;0;16;30;P:RecC=3/6/0/0/5 P:RecC=7/7/0/1/6 P:RecC=1/3/0/2/6 R:GuaC=0/1/3/0/0 R:RecC=12/15/0/0/0 R:RecC=12/14/0/0/0 
8;1;Codicia;Fortin;4246;14;17;Rival;10;18;0;0;7;7;0;21;18;P:RecC=5/8/0/1/6 P:RecC=7/11/0/2/6 P:RecC=2/2/0/4/6 R:GuaC=0/0/3/0/0 R:CazV=2/2/4/0/0 R:RecC=15/16/0/0/0 
8;2;Codicia;Jauria;4246;3;16;Rival;9;26;0;0;6;6;0;8;18;P:RecC=1/5/0/2/7 P:RecC=1/2/0/2/9 P:RecC=1/1/0/2/10 R:CazC=2/2/2/0/0 R:CazV=0/1/4/0/0 R:RecV=14/15/0/0/0 
8;3;Codicia;Hormiguero;4246;38;30;Player;9;0;0;0;0;0;0;40;32;P:RecC=12/13/0/0/0 P:RecC=14/14/0/0/0 P:RecC=12/13/0/0/0 R:RecV=9/11/0/0/0 R:RecV=10/10/0/0/0 R:RecV=11/11/0/0/0 
8;4;Codicia;HormigueroSenuelo;4246;23;20;Player;9;14;0;0;0;0;0;23;23;P:RecC=5/5/0/0/6 P:RecC=9/9/0/0/4 P:RecC=9/9/0/0/4 R:RecV=9/12/0/0/0 R:RecV=11/11/0/0/0 R:SeñC=0/0/0/0/0 
8;5;Codicia;Senuelos;4246;18;18;None;9;20;0;0;0;0;0;21;20;P:RecC=3/3/0/0/8 P:RecC=5/8/0/0/7 P:RecC=10/10/0/0/5 R:SeñC=2/2/0/0/0 R:SeñV=2/2/0/0/0 R:RecV=14/16/0/0/0 
8;6;Codicia;Engano;4246;24;32;Rival;9;11;0;0;0;0;0;27;32;P:RecC=6/8/0/0/5 P:RecC=9/9/0/0/3 P:RecC=9/10/0/0/3 R:SeñC=2/2/0/0/0 R:RecC=15/15/0/0/0 R:RecC=15/15/0/0/0 
8;7;Codicia;Emboscada;4246;24;18;Player;9;14;0;0;5;5;0;27;20;P:RecC=8/8/0/0/5 P:RecC=10/11/0/1/4 P:RecC=6/8/0/4/5 R:CazV=1/2/5/0/0 R:SeñV=2/3/0/0/0 R:RecC=15/15/0/0/0 
8;8;Codicia;Codicia;4246;33;36;Rival;9;0;0;0;0;0;0;38;39;P:RecC=12/12/0/0/0 P:RecC=12/14/0/0/0 P:RecC=9/12/0/0/0 R:RecC=12/12/0/0/0 R:RecC=12/12/0/0/0 R:RecC=12/15/0/0/0 
8;9;Codicia;Mixta;4246;1;15;Rival;10;27;0;0;7;7;0;3;17;P:RecC=1/1/0/2/8 P:RecC=0/2/0/4/9 P:RecC=0/0/0/1/10 R:GuaC=0/0/4/0/0 R:CazC=0/1/3/0/0 R:RecV=15/16/0/0/0 
9;0;Mixta;Muralla;4246;17;13;Player;10;0;13;7;6;6;7;19;15;P:GuaC=0/0/5/4/0 P:CazC=2/4/2/2/0 P:RecV=15/15/0/0/0 R:GuaC=0/0/6/4/0 R:RecC=6/7/0/1/6 R:RecC=7/8/0/2/7 
9;1;Mixta;Fortin;4246;6;5;Player;10;6;7;7;9;9;7;8;8;P:GuaC=0/0/5/4/0 P:CazC=3/4/2/2/0 P:RecV=3/4/0/3/6 R:GuaC=0/0/6/5/0 R:CazV=1/2/3/0/0 R:RecC=4/6/0/2/7 
9;2;Mixta;Jauria;4246;6;15;Rival;10;5;0;5;6;6;5;9;18;P:GuaC=0/0/5/1/0 P:CazC=4/4/0/2/0 P:RecV=2/5/0/3/5 R:CazC=0/0/1/5/0 R:CazV=0/2/5/0/0 R:RecV=15/16/0/0/0 
9;3;Mixta;Hormiguero;4246;25;29;Rival;9;0;1;2;0;0;2;25;29;P:GuaC=6/6/1/0/0 P:CazC=6/6/1/0/0 P:RecV=13/13/0/0/0 R:RecV=12/12/0/0/0 R:RecV=9/9/0/0/0 R:RecV=8/8/0/2/1 
9;4;Mixta;HormigueroSenuelo;4246;18;19;Rival;9;0;5;6;0;0;6;22;21;P:GuaC=0/2/4/0/0 P:CazC=4/4/2/0/0 P:RecV=14/16/0/0/0 R:RecV=10/12/0/1/2 R:RecV=9/9/0/0/2 R:SeñC=0/0/0/5/1 
9;5;Mixta;Senuelos;4246;15;12;Player;10;0;11;8;0;0;8;17;13;P:GuaC=0/0/4/0/0 P:CazC=1/1/4/0/0 P:RecV=14/16/0/0/0 R:SeñC=0/0/0/5/5 R:SeñV=0/1/0/3/3 R:RecV=12/12/0/0/3 
9;6;Mixta;Engano;4246;16;5;Player;9;0;18;7;0;0;7;17;10;P:GuaC=0/0/4/0/0 P:CazC=2/2/3/0/0 P:RecV=14/15/0/0/0 R:SeñC=0/0/0/4/2 R:RecC=1/3/0/3/8 R:RecC=4/7/0/0/8 
9;7;Mixta;Emboscada;4246;9;4;Player;10;5;5;9;3;3;9;9;8;P:GuaC=0/0/6/0/0 P:CazC=4/4/3/0/0 P:RecV=5/5/0/3/5 R:CazV=0/0/3/1/0 R:SeñV=0/0/0/6/0 R:RecC=4/8/0/2/5 
9;8;Mixta;Codicia;4246;14;2;Player;10;0;28;10;0;0;10;14;2;P:GuaC=0/0/4/0/0 P:CazC=0/0/6/0/0 P:RecV=14/14/0/0/0 R:RecC=1/1/0/2/9 R:RecC=1/1/0/5/9 R:RecC=0/0/0/3/10 
9;9;Mixta;Mixta;4246;15;15;None;10;0;0;9;7;7;9;18;18;P:GuaC=0/0/8/4/0 P:CazC=0/2/1/3/0 P:RecV=15/16/0/0/0 R:GuaC=0/0/5/5/0 R:CazC=1/2/2/4/0 R:RecV=14/16/0/0/0 
