i;j;player;rival;seed;pScore;rScore;winner;secs;pFled;rFled;pHits;rHits;pKnocked;rKnocked;pCol;rCol;detail
1;9;Fortin;Mixta;4242;6;0;Player;10;4;8;11;8;8;11;8;4;P:GuaC=0/0/8/5/0 P:CazV=0/0/3/1/0 P:RecC=6/8/0/2/4 R:GuaC=0/0/7/5/0 R:CazC=0/0/1/3/0 R:RecV=0/4/0/3/8 
2;0;Jauria;Muralla;4242;13;18;Rival;10;0;4;3;7;7;3;16;22;P:CazC=0/0/2/3/0 P:CazV=0/0/1/4/0 P:RecV=13/16/0/0/0 R:GuaC=0/0/7/0/0 R:RecC=9/12/0/1/2 R:RecC=9/10/0/2/2 
2;1;Jauria;Fortin;4242;5;8;Rival;10;4;6;0;10;10;0;6;9;P:CazC=0/0/0/1/0 P:CazV=0/0/0/5/0 P:RecV=5/6/0/4/4 R:GuaC=0/0/6/0/0 R:CazV=0/1/4/0/0 R:RecC=8/8/0/0/6 
2;2;Jauria;Jauria;4242;0;3;Rival;10;7;7;5;5;5;5;2;5;P:CazC=0/0/0/0/0 P:CazV=0/0/5/0/0 P:RecV=0/2/0/5/7 R:CazC=0/0/0/0/0 R:CazV=0/2/5/0/0 R:RecV=3/3/0/5/7 
2;3;Jauria;Hormiguero;4242;19;3;Player;10;0;24;9;0;0;9;23;10;P:CazC=6/6/0/0/0 P:CazV=0/1/9/0/0 P:RecV=13/16/0/0/0 R:RecV=1/4/0/3/8 R:RecV=0/2/0/3/8 R:RecV=2/4/0/3/8 
2;4;Jauria;HormigueroSenuelo;4242;21;12;Player;9;0;5;5;0;0;5;21;17;P:CazC=3/3/2/0/0 P:CazV=6/6/3/0/0 P:RecV=12/12/0/0/0 R:RecV=6/9/0/2/0 R:RecV=6/8/0/1/3 R:SeñC=0/0/0/2/2 
2;5;Jauria;Senuelos;4242;17;11;Player;9;0;6;4;0;0;4;20;17;P:CazC=2/2/2/0/0 P:CazV=2/2/2/0/0 P:RecV=13/16/0/0/0 R:SeñC=0/1/0/3/2 R:SeñV=4/5/0/0/1 R:RecV=7/11/0/1/3 
2;6;Jauria;Engano;4242;13;3;Player;10;0;15;12;0;0;12;18;5;P:CazC=0/0/8/0/0 P:CazV=0/2/4/0/0 P:RecV=13/16/0/0/0 R:SeñC=0/0/0/3/3 R:RecC=0/2/0/5/7 R:RecC=3/3/0/4/5 
2;7;Jauria;Emboscada;4242;8;0;Player;10;6;8;7;5;5;7;10;3;P:CazC=0/2/5/0/0 P:CazV=2/2/2/2/0 P:RecV=6/6/0/3/6 R:CazV=0/0/5/0/0 R:SeñV=0/3/0/2/0 R:RecC=0/0/0/5/8 
2;8;Jauria;Codicia;4242;13;4;Player;10;0;26;9;0;0;9;18;7;P:CazC=0/0/3/0/0 P:CazV=0/2/6/0/0 P:RecV=13/16/0/0/0 R:RecC=1/1/0/2/10 R:RecC=0/2/0/4/9 R:RecC=3/4/0/3/7 
2;9;Jauria;Mixta;4242;16;13;Player;10;0;0;0;7;7;0;17;16;P:CazC=0/0/0/2/0 P:CazV=2/2/0/5/0 P:RecV=14/15/0/0/0 R:GuaC=0/0/7/0/0 R:CazC=0/0/0/0/0 R:RecV=13/16/0/0/0 
