i;j;player;rival;seed;pScore;rScore;winner;secs;pFled;rFled;pHits;rHits;pKnocked;rKnocked;pCol;rCol;detail
6;7;Engano;Emboscada;4246;12;18;Rival;9;13;0;0;7;7;0;17;22;P:SeñC=0/1/0/3/1 P:RecC=6/8/0/2/6 P:RecC=6/8/0/2/6 R:CazV=1/3/7/0/0 R:SeñV=2/4/0/0/0 R:RecC=15/15/0/0/0 
6;8;Engano;Codicia;4246;27;27;None;9;0;9;0;0;0;0;29;30;P:SeñC=0/1/0/0/0 P:RecC=12/13/0/0/0 P:RecC=15/15/0/0/0 R:RecC=9/11/0/0/3 R:RecC=12/12/0/0/1 R:RecC=6/7/0/0/5 
6;9;Engano;Mixta;4246;2;16;Rival;10;14;0;0;14;14;0;6;16;P:SeñC=0/0/0/7/0 P:RecC=1/2/0/3/7 P:RecC=1/4/0/4/7 R:GuaC=0/0/8/0/0 R:CazC=1/1/6/0/0 R:RecV=15/15/0/0/0 
7;0;Emboscada;Muralla;4246;8;18;Rival;10;6;6;3;7;7;3;9;25;P:CazV=0/0/3/3/0 P:SeñV=2/2/0/1/1 P:RecC=6/7/0/3/5 R:GuaC=0/0/7/0/0 R:RecC=8/13/0/2/4 R:RecC=10/12/0/1/2 
7;1;Emboscada;Fortin;4246;3;14;Rival;9;7;1;1;4;4;1;8;17;P:CazV=0/2/1/0/0 P:SeñV=2/2/0/2/0 P:RecC=1/4/0/2/7 R:GuaC=0/0/4/0/0 R:CazV=2/4/0/0/0 R:RecC=12/13/0/1/1 
7;2;Emboscada;Jauria;4246;0;0;None;10;7;6;6;6;6;6;5;6;P:CazV=0/1/6/1/0 P:SeñV=0/3/0/1/0 P:RecC=0/1/0/4/7 R:CazC=0/2/4/0/0 R:CazV=0/2/2/0/0 R:RecV=0/2/0/6/6 
7;3;Emboscada;Hormiguero;4246;21;16;Player;9;0;9;6;0;0;6;23;26;P:CazV=0/1/6/0/0 P:SeñV=6/6/0/0/0 P:RecC=15/16/0/0/0 R:RecV=5/8/0/2/3 R:RecV=6/8/0/2/4 R:RecV=5/10/0/2/2 
7;4;Emboscada;HormigueroSenuelo;4246;13;6;Player;9;2;16;6;0;0;6;17;10;P:CazV=0/2/6/0/0 P:SeñV=0/2/0/0/0 P:RecC=13/13/0/0/2 R:RecV=3/4/0/2/8 R:RecV=1/4/0/2/6 R:SeñC=2/2/0/2/2 
7;5;Emboscada;Senuelos;4246;9;0;Player;9;5;9;5;0;0;5;11;6;P:CazV=2/2/5/0/0 P:SeñV=0/0/0/0/0 P:RecC=7/9/0/0/5 R:SeñC=0/1/0/0/0 R:SeñV=0/2/0/1/0 R:RecV=0/3/0/4/9 
7;6;Emboscada;Engano;4246;14;11;Player;9;2;8;3;0;0;3;19;22;P:CazV=0/2/3/0/0 P:SeñV=2/2/0/0/1 P:RecC=12/15/0/0/1 R:SeñC=0/0/0/0/0 R:RecC=8/11/0/1/5 R:RecC=3/11/0/2/3 
7;7;Emboscada;Emboscada;4246;15;13;Player;9;3;3;2;4;4;2;23;17;P:CazV=2/4/2/1/0 P:SeñV=2/4/0/2/1 P:RecC=11/15/0/1/2 R:CazV=2/2/4/0/0 R:SeñV=2/2/0/0/1 R:RecC=9/13/0/2/2 
7;8;Emboscada;Codicia;4246;17;25;Rival;9;0;17;1;0;0;1;21;26;P:CazV=0/2/1/0/0 P:SeñV=2/2/0/0/0 P:RecC=15/17/0/0/0 R:RecC=8/9/0/0/6 R:RecC=7/7/0/0/7 R:RecC=10/10/0/1/4 
7;9;Emboscada;Mixta;4246;7;3;Player;10;7;10;3;9;9;3;9;3;P:CazV=0/2/3/1/0 P:SeñV=2/2/0/5/0 P:RecC=5/5/0/3/7 R:GuaC=0/0/6/0/0 R:CazC=0/0/3/0/0 R:RecV=3/3/0/3/10 
8;0;Codicia;Muralla;4246;15;24;Rival;9;14;0;0;4;4;0;20;30;P:RecC=7/7/0/0/5 P:RecC=5/7/0/0/5 P:RecC=3/6/0/4/4 R:GuaC=0/0/4/0/0 R:RecC=12/15/0/0/0 R:RecC=12/15/0/0/0 
8;1;Codicia;Fortin;4246;3;17;Rival;10;21;0;0;9;9;0;3;19;P:RecC=1/1/0/2/7 P:RecC=0/0/0/4/7 P:RecC=2/2/0/3/7 R:GuaC=0/0/6/0/0 R:CazV=2/4/3/0/0 R:RecC=15/15/0/0/0 
8;2;Codicia;Jauria;4246;13;21;Rival;10;16;0;0;9;9;0;22;22;P:RecC=6/9/0/3/4 P:RecC=2/5/0/3/6 P:RecC=5/8/0/3/6 R:CazC=4/4/7/0/0 R:CazV=2/3/2/0/0 R:RecV=15/15/0/0/0 
8;3;Codicia;Hormiguero;4246;41;30;Player;9;0;0;0;0;0;0;45;32;P:RecC=15/15/0/0/0 P:RecC=12/14/0/0/0 P:RecC=14/16/0/0/0 R:RecV=10/11/0/0/0 R:RecV=9/10/0/0/0 R:RecV=11/11/0/0/0 
8;4;Codicia;HormigueroSenuelo;4246;30;21;Player;9;11;0;0;0;0;0;30;27;P:RecC=14/14/0/0/2 P:RecC=8/8/0/0/4 P:RecC=8/8/0/0/5 R:RecV=11/14/0/0/0 R:RecV=10/13/0/0/0 R:SeñC=0/0/0/0/0 
8;5;Codicia;Senuelos;4246;27;16;Player;9;15;0;0;0;0;0;27;20;P:RecC=11/11/0/0/4 P:RecC=7/7/0/0/5 P:RecC=9/9/0/0/6 R:SeñC=0/0/0/0/0 R:SeñV=2/4/0/0/0 R:RecV=14/16/0/0/0 
8;6;Codicia;Engano;4246;30;31;Rival;9;8;0;0;0;0;0;32;32;P:RecC=10/10/0/0/3 P:RecC=8/10/0/0/3 P:RecC=12/12/0/0/2 R:SeñC=2/2/0/0/0 R:RecC=15/16/0/0/0 R:RecC=14/14/0/0/0 
8;7;Codicia;Emboscada;4246;26;19;Player;9;12;0;0;2;2;0;30;20;P:RecC=10/11/0/1/3 P:RecC=11/12/0/0/3 P:RecC=5/7/0/1/6 R:CazV=2/2/2/0/0 R:SeñV=2/2/0/0/0 R:RecC=15/16/0/0/0 
8;8;Codicia;Codicia;4246;35;40;Rival;9;0;0;0;0;0;0;39;40;P:RecC=12/13/0/0/0 P:RecC=12/12/0/0/0 P:RecC=11/14/0/0/0 R:RecC=13/13/0/0/0 R:RecC=15/15/0/0/0 R:RecC=12/12/0/0/0 
8;9;Codicia;Mixta;4246;1;15;Rival;10;29;0;0;8;8;0;3;17;P:RecC=0/0/0/2/10 P:RecC=0/2/0/3/10 P:RecC=1/1/0/3/9 R:GuaC=0/0/5/0/0 R:CazC=2/2/3/0/0 R:RecV=13/15/0/0/0 
9;0;Mixta;Muralla;4246;15;8;Player;10;0;9;9;7;7;9;17;20;P:GuaC=0/0/7/4/0 P:CazC=0/2/2/3/0 P:RecV=15/15/0/0/0 R:GuaC=0/0/7/3/0 R:RecC=3/13/0/4/3 R:RecC=5/7/0/2/6 
9;1;Mixta;Fortin;4246;0;8;Rival;10;7;3;4;13;13;4;2;13;P:GuaC=0/0/3/5/0 P:CazC=0/0/1/3/0 P:RecV=0/2/0/5/7 R:GuaC=0/0/8/3/0 R:CazV=0/2/5/0/0 R:RecC=8/11/0/1/3 
9;2;Mixta;Jauria;4246;0;15;Rival;10;7;0;3;8;8;3;5;17;P:GuaC=0/2/2/2/0 P:CazC=0/2/1/0/0 P:RecV=0/1/0/6/7 R:CazC=0/0/2/3/0 R:CazV=0/2/6/0/0 R:RecV=15/15/0/0/0 
9;3;Mixta;Hormiguero;4246;20;26;Rival;9;0;1;0;0;0;0;23;28;P:GuaC=4/4/0/0/0 P:CazC=4/5/0/0/0 P:RecV=12/14/0/0/0 R:RecV=10/10/0/0/1 R:RecV=7/8/0/0/0 R:RecV=9/10/0/0/0 
9;4;Mixta;HormigueroSenuelo;4246;15;21;Rival;9;0;3;6;0;0;6;17;24;P:GuaC=0/0/4/0/0 P:CazC=2/2/2/0/0 P:RecV=13/15/0/0/0 R:RecV=12/12/0/0/1 R:RecV=9/12/0/0/0 R:SeñC=0/0/0/6/2 
9;5;Mixta;Senuelos;4246;17;17;None;9;0;3;6;0;0;6;17;20;P:GuaC=2/2/2/0/0 P:CazC=0/0/4/0/0 P:RecV=15/15/0/0/0 R:SeñC=0/2/0/3/3 R:SeñV=2/3/0/2/0 R:RecV=15/15/0/1/0 
9;6;Mixta;Engano;4246;15;1;Player;10;0;19;10;0;0;10;15;3;P:GuaC=0/0/4/0/0 P:CazC=0/0/6/0/0 P:RecV=15/15/0/0/0 R:SeñC=0/0/0/7/0 R:RecC=0/2/0/2/10 R:RecC=1/1/0/1/9 
9;7;Mixta;Emboscada;4246;7;6;Player;10;3;7;10;4;4;10;13;9;P:GuaC=0/0/5/0/0 P:CazC=3/4/5/2/0 P:RecV=4/9/0/2/3 R:CazV=0/1/4/3/0 R:SeñV=2/2/0/5/0 R:RecC=4/6/0/2/7 
9;8;Mixta;Codicia;4246;15;6;Player;10;0;24;9;0;0;9;16;6;P:GuaC=0/0/4/0/0 P:CazC=0/1/5/0/0 P:RecV=15/15/0/0/0 R:RecC=2/2/0/5/6 R:RecC=3/3/0/2/7 R:RecC=1/1/0/2/11 
9;9;Mixta;Mixta;4246;14;14;None;10;0;0;7;5;5;7;15;16;P:GuaC=0/0/7/5/0 P:CazC=0/0/0/0/0 P:RecV=14/15/0/0/0 R:GuaC=0/0/5/4/0 R:CazC=0/0/0/3/0 R:RecV=14/16/0/0/0 
