i;j;player;rival;seed;pScore;rScore;winner;secs;pFled;rFled;pHits;rHits;pKnocked;rKnocked;pCol;rCol;detail
8;3;Codicia;Hormiguero;4246;38;27;Player;9;0;0;0;0;0;0;40;32;P:RecC=14/14/0/0/0 P:RecC=12/13/0/0/0 P:RecC=12/13/0/0/0 R:RecV=9/11/0/0/0 R:RecV=10/10/0/0/0 R:RecV=8/11/0/0/0 
8;4;Codicia;HormigueroSenuelo;4246;22;23;Rival;9;17;0;0;0;0;0;22;24;P:RecC=7/7/0/0/6 P:RecC=9/9/0/0/5 P:RecC=6/6/0/0/6 R:RecV=12/12/0/0/0 R:RecV=11/11/0/0/0 R:SeñC=0/1/0/0/0 
8;5;Codicia;Senuelos;4246;19;17;Player;9;16;0;0;0;0;0;25;18;P:RecC=10/13/0/0/3 P:RecC=7/7/0/0/6 P:RecC=2/5/0/0/7 R:SeñC=0/0/0/0/0 R:SeñV=2/2/0/0/0 R:RecV=15/16/0/0/0 
8;6;Codicia;Engano;4246;40;28;Player;9;5;0;0;0;0;0;40;33;P:RecC=13/13/0/0/2 P:RecC=12/12/0/0/1 P:RecC=15/15/0/0/2 R:SeñC=4/4/0/0/0 R:RecC=12/15/0/0/0 R:RecC=12/14/0/0/0 
8;7;Codicia;Emboscada;4246;27;17;Player;9;14;0;0;5;5;0;28;21;P:RecC=7/8/0/2/5 P:RecC=9/9/0/0/5 P:RecC=11/11/0/3/4 R:CazV=2/2/5/0/0 R:SeñV=0/2/0/0/0 R:RecC=15/17/0/0/0 
8;8;Codicia;Codicia;4246;37;38;Rival;9;0;0;0;0;0;0;37;40;P:RecC=12/12/0/0/0 P:RecC=12/12/0/0/0 P:RecC=13/13/0/0/0 R:RecC=12/12/0/0/0 R:RecC=15/15/0/0/0 R:RecC=11/13/0/0/0 
8;9;Codicia;Mixta;4246;2;16;Rival;10;28;0;0;11;11;0;4;18;P:RecC=0/1/0/4/9 P:RecC=2/2/0/4/9 P:RecC=0/1/0/3/10 R:GuaC=2/2/5/0/0 R:CazC=1/1/6/0/0 R:RecV=13/15/0/0/0 
9;0;Mixta;Muralla;4246;14;5;Player;10;0;12;10;9;9;10;15;13;P:GuaC=0/0/7/5/0 P:CazC=0/0/3/4/0 P:RecV=14/15/0/0/0 R:GuaC=0/0/9/4/0 R:RecC=3/9/0/5/4 R:RecC=2/4/0/1/8 
9;1;Mixta;Fortin;4246;2;9;Rival;10;8;3;5;8;8;5;2;10;P:GuaC=0/0/4/4/0 P:CazC=0/0/1/0/0 P:RecV=2/2/0/4/8 R:GuaC=0/0/4/4/0 R:CazV=0/1/4/0/0 R:RecC=9/9/0/1/3 
9;2;Mixta;Jauria;4246;2;15;Rival;10;8;0;4;5;5;4;6;16;P:GuaC=0/2/4/0/0 P:CazC=0/2/0/0/0 P:RecV=2/2/0/5/8 R:CazC=0/0/0/4/0 R:CazV=0/1/5/0/0 R:RecV=15/15/0/0/0 
9;3;Mixta;Hormiguero;4246;20;26;Rival;9;0;3;2;0;0;2;22;28;P:GuaC=4/4/1/0/0 P:CazC=4/4/1/0/0 P:RecV=12/14/0/0/0 R:RecV=8/10/0/0/2 R:RecV=9/9/0/1/1 R:RecV=9/9/0/1/0 
9;4;Mixta;HormigueroSenuelo;4246;14;24;Rival;9;0;5;5;0;0;5;16;24;P:GuaC=0/2/4/0/0 P:CazC=0/0/1/0/0 P:RecV=14/14/0/0/0 R:RecV=12/12/0/0/1 R:RecV=12/12/0/0/0 R:SeñC=0/0/0/5/4 
9;5;Mixta;Senuelos;4246;14;16;Rival;9;1;3;5;0;0;5;17;19;P:GuaC=2/2/4/0/0 P:CazC=0/0/1/0/0 P:RecV=12/15/0/0/1 R:SeñC=0/0/0/5/1 R:SeñV=4/4/0/0/1 R:RecV=12/15/0/0/1 
9;6;Mixta;Engano;4246;14;1;Player;10;0;21;8;0;0;8;16;3;P:GuaC=0/0/3/0/0 P:CazC=0/1/5/0/0 P:RecV=14/15/0/0/0 R:SeñC=0/0/0/2/3 R:RecC=0/2/0/3/9 R:RecC=1/1/0/3/9 
9;7;Mixta;Emboscada;4246;6;4;Player;10;4;8;9;3;3;9;8;5;P:GuaC=0/0/6/0/0 P:CazC=2/2/3/0/0 P:RecV=4/6/0/3/4 R:CazV=0/0/3/2/0 R:SeñV=0/0/0/5/1 R:RecC=4/5/0/2/7 
9;8;Mixta;Codicia;4246;15;3;Player;9;0;28;8;0;0;8;15;5;P:GuaC=0/0/4/0/0 P:CazC=0/0/4/0/0 P:RecV=15/15/0/0/0 R:RecC=2/2/0/4/7 R:RecC=0/2/0/2/10 R:RecC=1/1/0/2/11 
9;9;Mixta;Mixta;4246;14;14;None;10;0;1;7;5;5;7;15;15;P:GuaC=0/0/7/5/0 P:CazC=0/0/0/0/0 P:RecV=14/15/0/0/0 R:GuaC=0/0/5/5/0 R:CazC=0/0/0/2/0 R:RecV=14/15/0/0/1 
